component_id,repo,primary_category,categories,component_kind,capability,name,normalized_name,path,extension,lines,exports,imports,dependency_roots,framework,package_manager,confidence,reuse_score,extraction_status,ai_scaffold_recommended,process_relevance,automation_relevance,logic_relevance,description,evidence,file_hash
277acf7ec8bcefe93e4f2c8e,mbarbine__Scripts,observability,"observability,security",observability-module,observability,imaps,imaps,python/impacket/examples/ntlmrelayx/servers/socksplugins/imaps.py,.py,81,IMAPSSocksRelay,"OpenSSL,impacket,impacket.examples.ntlmrelayx.servers.socksplugins.imap,impacket.examples.ntlmrelayx.utils.ssl","OpenSSL,impacket,impacket.examples.ntlmrelayx.servers.socksplugins.imap,impacket.examples.ntlmrelayx.utils.ssl",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:IMAPSSocksRelay | imports:OpenSSL, impacket, impacket.examples.ntlmrelayx.servers.socksplugins.imap, impacket.examples.ntlmrelayx.utils.ssl | observability-score:55 | security-score:55",9c8b88a2e43b91da
dce053e51efaa6e519627d85,mbarbine__Scripts,observability,"observability,security",observability-module,observability,smtp,smtp,python/impacket/examples/ntlmrelayx/servers/socksplugins/smtp.py,.py,157,SMTPSocksRelay,"base64,impacket,impacket.examples.ntlmrelayx.servers.socksserver","base64,impacket,impacket.examples.ntlmrelayx.servers.socksserver",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:SMTPSocksRelay | imports:base64, impacket, impacket.examples.ntlmrelayx.servers.socksserver | observability-score:55 | security-score:55",a1b4e0e81b92336f
24bfbc9ac4df2ff61a58f5ff,mbarbine__Scripts,observability,"observability,security",observability-module,observability,imap,imap,python/impacket/examples/ntlmrelayx/servers/socksplugins/imap.py,.py,235,IMAPSocksRelay,"base64,impacket,impacket.examples.ntlmrelayx.servers.socksserver","base64,impacket,impacket.examples.ntlmrelayx.servers.socksserver",python,unknown,90,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:IMAPSocksRelay | imports:base64, impacket, impacket.examples.ntlmrelayx.servers.socksserver | observability-score:55 | security-score:55",54a8d027e0f600d1
275609bded188e760a7630c3,mbarbine__Scripts,observability,"observability,security,ai",observability-module,observability,imapattack,imapattack,python/impacket/examples/ntlmrelayx/attacks/imapattack.py,.py,88,IMAPAttack,"impacket,impacket.examples.ntlmrelayx.attacks,os,re","impacket,impacket.examples.ntlmrelayx.attacks,os,re",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:IMAPAttack | imports:impacket, impacket.examples.ntlmrelayx.attacks, os, re | observability-score:55 | security-score:55 | ai-score:45",f2ebef50118d8e05
dcf169dec846bc9132f11bb3,mbarbine__Scripts,observability,"observability,security",observability-module,observability,__init__,init,python/impacket/examples/ntlmrelayx/attacks/__init__.py,.py,78,ProtocolAttack,"impacket,os,pkg_resources,threading","impacket,os,pkg_resources,threading",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:ProtocolAttack | imports:impacket, os, pkg_resources, threading | observability-score:55 | security-score:55",74ea8df387d82a48
523e54facbefab622b298d9a,mbarbine__Scripts,observability,"observability,security",observability-module,observability,ldapattack,ldapattack,python/impacket/examples/ntlmrelayx/attacks/ldapattack.py,.py,793,"LDAPAttack,MSDS_MANAGEDPASSWORD_BLOB,can_add_member,can_create_users,create_allow_ace,create_empty_sd,create_object_ace","Cryptodome.Hash,_thread,binascii,codecs,datetime,impacket,impacket.examples.ldap_shell,impacket.examples.ntlmrelayx.attacks,impacket.examples.ntlmrelayx.utils.tcpshell,impacket.ldap,impacket.ldap.ldaptypes,impacket.structure,impacket.uuid,json,ldap3,ldap3.core.results,ldap3.protocol.microsoft,ldap3.utils.conv,ldapdomaindump,os,random,re,string","Cryptodome.Hash,_thread,binascii,codecs,datetime,impacket,impacket.examples.ldap_shell,impacket.examples.ntlmrelayx.attacks,impacket.examples.ntlmrelayx.utils.tcpshell,impacket.ldap,impacket.ldap.ldaptypes,impacket.structure,impacket.uuid,json,ldap3,ldap3.core.results,ldap3.protocol.microsoft,ldap3.utils.conv,ldapdomaindump,os,random,re,string",python,unknown,90,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:LDAPAttack, MSDS_MANAGEDPASSWORD_BLOB, can_add_member, can_create_users, create_allow_ace, create_empty_sd, create_object_ace | imports:Cryptodome.Hash, _thread, binascii, codecs, datetime, impacket, impacket.examples.ldap_shell, impacket.examples.ntlmrelayx.attacks | observability-score:55 | security-score:55",c59070f5634993d7
97f7d658a77a95ccc9a5b669,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,rpcattack,rpcattack,python/impacket/examples/ntlmrelayx/attacks/rpcattack.py,.py,127,"RPCAttack,TSCHRPCAttack","impacket,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.examples.ntlmrelayx.attacks,random,string,time","impacket,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.examples.ntlmrelayx.attacks,random,string,time",python,unknown,90,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:RPCAttack, TSCHRPCAttack | imports:impacket, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, impacket.examples.ntlmrelayx.attacks, random, string, time | observability-score:55 | security-score:55 | automation-score:45",0af800f768f52bee
0d4dd40ed8635a6154181dfe,mbarbine__Scripts,observability,"observability,security",observability-module,observability,mssqlattack,mssqlattack,python/impacket/examples/ntlmrelayx/attacks/mssqlattack.py,.py,33,MSSQLAttack,"impacket,impacket.examples.ntlmrelayx.attacks","impacket,impacket.examples.ntlmrelayx.attacks",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:MSSQLAttack | imports:impacket, impacket.examples.ntlmrelayx.attacks | observability-score:55 | security-score:55",f00da96c7bcd6d79
9a6fe7282d57998e2d01f007,mbarbine__Scripts,observability,"observability,security",observability-module,observability,smbattack,smbattack,python/impacket/examples/ntlmrelayx/attacks/smbattack.py,.py,120,SMBAttack,"impacket,impacket.dcerpc.v5.rpcrt,impacket.examples,impacket.examples.ntlmrelayx.attacks,impacket.examples.ntlmrelayx.utils.enum,impacket.examples.ntlmrelayx.utils.tcpshell,impacket.examples.secretsdump,impacket.examples.smbclient,impacket.smbconnection","impacket,impacket.dcerpc.v5.rpcrt,impacket.examples,impacket.examples.ntlmrelayx.attacks,impacket.examples.ntlmrelayx.utils.enum,impacket.examples.ntlmrelayx.utils.tcpshell,impacket.examples.secretsdump,impacket.examples.smbclient,impacket.smbconnection",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:SMBAttack | imports:impacket, impacket.dcerpc.v5.rpcrt, impacket.examples, impacket.examples.ntlmrelayx.attacks, impacket.examples.ntlmrelayx.utils.enum, impacket.examples.ntlmrelayx.utils.tcpshell, impacket.examples.secretsdump, impacket.examples.smbclient | observability-score:55 | security-score:55",193015bb0e8366fe
65a15f1cd390690a74c98dbd,mbarbine__Scripts,observability,"observability,security,automation",observability-module,auth-and-keys,httpattack,httpattack,python/impacket/examples/ntlmrelayx/attacks/httpattack.py,.py,52,HTTPAttack,impacket.examples.ntlmrelayx.attacks,impacket.examples.ntlmrelayx.attacks,python,unknown,90,55,catalog-only,False,none,secondary,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.",exports:HTTPAttack | imports:impacket.examples.ntlmrelayx.attacks | observability-score:55 | security-score:55 | automation-score:45,83ae76830220157e
4d3aeb6ed44caf00b7328924,mbarbine__Scripts,observability,observability,observability-module,observability,walkmodules,walkmodules,python/tests/walkmodules.py,.py,15,,"impacket,pkgutil,traceback","impacket,pkgutil,traceback",python,unknown,65,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","imports:impacket, pkgutil, traceback | observability-score:55",e3d4c46584c4de7d
3ae6ac351632e89712340803,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_smb,test-smb,python/tests/SMB_RPC/test_smb.py,.py,408,"SMB002Tests,SMB1Tests,SMB1TestsNetBIOS,SMB1TestsUnicode,SMB21Tests,SMB3Tests,SMBTests","ConfigParser,binascii,configparser,errno,impacket,impacket.smb3structs,impacket.smbconnection,os,select,socket,unittest","ConfigParser,binascii,configparser,errno,impacket,impacket.smb3structs,impacket.smbconnection,os,select,socket,unittest",python,unknown,90,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:SMB002Tests, SMB1Tests, SMB1TestsNetBIOS, SMB1TestsUnicode, SMB21Tests, SMB3Tests, SMBTests | imports:ConfigParser, binascii, configparser, errno, impacket, impacket.smb3structs, impacket.smbconnection, os | observability-score:55 | security-score:55",85a7da276924f6cb
a9b00ffb4a09ea410d950574,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_ldap,test-ldap,python/tests/SMB_RPC/test_ldap.py,.py,150,"LDAPTests,TCPTransport,TCPTransportSSL","ConfigParser,__future__,configparser,impacket.ldap,impacket.ldap.ldaptypes,sys,unittest","ConfigParser,__future__,configparser,impacket.ldap,impacket.ldap.ldaptypes,sys,unittest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:LDAPTests, TCPTransport, TCPTransportSSL | imports:ConfigParser, __future__, configparser, impacket.ldap, impacket.ldap.ldaptypes, sys, unittest | observability-score:55 | security-score:55",4e539c31b79e55f9
13e869b8fc035d6c2ec4789c,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_even,test-even,python/tests/SMB_RPC/test_even.py,.py,258,"RRPTests,SMBTransport,SMBTransport64","__future__,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,six.moves,sys,unittest","__future__,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,six.moves,sys,unittest",python,unknown,90,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:RRPTests, SMBTransport, SMBTransport64 | imports:__future__, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, six.moves, sys, unittest | observability-score:55 | security-score:55",2d9e651024f74830
b4a84528a0f13f3f850d8863,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_even6,test-even6,python/tests/SMB_RPC/test_even6.py,.py,169,"EVEN6Tests,SMBTransport,SMBTransport64,TCPTransport,TCPTransport64","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.rpcrt,impacket.structure,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.rpcrt,impacket.structure,sys,unittest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:EVEN6Tests, SMBTransport, SMBTransport64, TCPTransport, TCPTransport64 | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.rpcrt, impacket.structure, sys, unittest | observability-score:55 | security-score:55",4987dd529283cf89
86e35fc49cd0dbe102e97eb3,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_drsuapi,test-drsuapi,python/tests/SMB_RPC/test_drsuapi.py,.py,527,"DRSRTests,SMBTransport,SMBTransport64,TCPTransport,TCPTransport64","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.rpcrt,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.rpcrt,sys,unittest",python,unknown,90,40,site-specific-or-low-confidence,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:DRSRTests, SMBTransport, SMBTransport64, TCPTransport, TCPTransport64 | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, impacket.dcerpc.v5.rpcrt, sys, unittest | observability-score:55 | security-score:55",e69a18427575d1ac
a68da22e34b2106654068ba9,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,test_srvs,test-srvs,python/tests/SMB_RPC/test_srvs.py,.py,1183,"SMBTransport,SMBTransport64,SRVSTests","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,sys,unittest",python,unknown,90,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.","exports:SMBTransport, SMBTransport64, SRVSTests | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, sys, unittest | observability-score:55 | security-score:55",db3e7a0a656808c6
319c1bd0e3909d3402620de0,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,test_secretsdump,test-secretsdump,python/tests/SMB_RPC/test_secretsdump.py,.py,307,"DumpSecrets,Options,SecretsDumpTests,Tests,_print_helper","ConfigParser,binascii,configparser,impacket.examples.secretsdump,impacket.smbconnection,logging,os,traceback,unittest","ConfigParser,binascii,configparser,impacket.examples.secretsdump,impacket.smbconnection,logging,os,traceback,unittest",python,unknown,90,50,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:DumpSecrets, Options, SecretsDumpTests, Tests, _print_helper | imports:ConfigParser, binascii, configparser, impacket.examples.secretsdump, impacket.smbconnection, logging, os, traceback | observability-score:55 | security-score:55 | automation-score:45",54da02a2962fda7f
8cfed183510368619f3e0888,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_lsad,test-lsad,python/tests/SMB_RPC/test_lsad.py,.py,1063,"LSADTests,SMBTransport,SMBTransport64","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.ndr,impacket.structure,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.ndr,impacket.structure,sys,unittest",python,unknown,90,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:LSADTests, SMBTransport, SMBTransport64 | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, impacket.dcerpc.v5.ndr, impacket.structure, sys | observability-score:55 | security-score:55",3e2b539f52ee4aa7
20ba9d73ade3377923e2a898,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_scmr,test-scmr,python/tests/SMB_RPC/test_scmr.py,.py,695,"SCMRTests,SMBTransport,TCPTransport","ConfigParser,builtins,configparser,impacket,impacket.crypto,impacket.dcerpc.v5,impacket.dcerpc.v5.ndr,impacket.uuid,struct,sys,time,traceback,unittest","ConfigParser,builtins,configparser,impacket,impacket.crypto,impacket.dcerpc.v5,impacket.dcerpc.v5.ndr,impacket.uuid,struct,sys,time,traceback,unittest",python,unknown,90,40,site-specific-or-low-confidence,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:SCMRTests, SMBTransport, TCPTransport | imports:ConfigParser, builtins, configparser, impacket, impacket.crypto, impacket.dcerpc.v5, impacket.dcerpc.v5.ndr, impacket.uuid | observability-score:55 | security-score:55",9c17e3bc6c256e3e
db37c5a325343cd2e4a485fb,mbarbine__Scripts,observability,observability,observability-module,testing,test_nmb,test-nmb,python/tests/SMB_RPC/test_nmb.py,.py,84,"NMBTests,NetBIOSTests","ConfigParser,configparser,impacket,impacket.structure,unittest","ConfigParser,configparser,impacket,impacket.structure,unittest",python,unknown,80,40,site-specific-or-low-confidence,False,none,none,none,"Observability component for testing; review for shared tracing, logging, health, or telemetry helper.","exports:NMBTests, NetBIOSTests | imports:ConfigParser, configparser, impacket, impacket.structure, unittest | observability-score:55",b3b85ea193dd2ee9
ef297f0c1164344f51c1f632,mbarbine__Scripts,observability,"observability,security,automation",observability-module,observability,test_tsch,test-tsch,python/tests/SMB_RPC/test_tsch.py,.py,1076,"SMBTransport,SMBTransport64,TSCHTests","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.atsvc,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.rpcrt,impacket.system_errors,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.atsvc,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.rpcrt,impacket.system_errors,sys,unittest",python,unknown,90,35,site-specific-or-low-confidence,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:SMBTransport, SMBTransport64, TSCHTests | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.atsvc, impacket.dcerpc.v5.dtypes, impacket.dcerpc.v5.rpcrt, impacket.system_errors | observability-score:55 | security-score:55 | automation-score:45",1ecba30a3b1dad9d
6c451ed23874f0a2fc210d14,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_mimilib,test-mimilib,python/tests/SMB_RPC/test_mimilib.py,.py,123,"RRPTests,TCPTransport","ConfigParser,Cryptodome.Cipher,configparser,impacket.dcerpc.v5,impacket.winregistry,sys,unittest","ConfigParser,Cryptodome.Cipher,configparser,impacket.dcerpc.v5,impacket.winregistry,sys,unittest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:RRPTests, TCPTransport | imports:ConfigParser, Cryptodome.Cipher, configparser, impacket.dcerpc.v5, impacket.winregistry, sys, unittest | observability-score:55 | security-score:55",8ae2e3704ad5c563
24459f4df5ef05f88fed4f63,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,test_rpcrt,test-rpcrt,python/tests/SMB_RPC/test_rpcrt.py,.py,443,"DCERPCTests,SMBTransport,TCPTransport","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.ndr,impacket.dcerpc.v5.rpcrt,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,impacket.dcerpc.v5.ndr,impacket.dcerpc.v5.rpcrt,sys,unittest",python,unknown,90,50,catalog-only,False,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.","exports:DCERPCTests, SMBTransport, TCPTransport | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, impacket.dcerpc.v5.ndr, impacket.dcerpc.v5.rpcrt, sys | observability-score:55 | security-score:55",69f02230cd33e309
f4fe2cabece36c48c03dd574,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_nrpc,test-nrpc,python/tests/SMB_RPC/test_nrpc.py,.py,1089,"NRPCTests,SMBTransport,TCPTransport","ConfigParser,Cryptodome.Cipher,binascii,configparser,impacket,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,socket,struct,sys,unittest","ConfigParser,Cryptodome.Cipher,binascii,configparser,impacket,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,socket,struct,sys,unittest",python,unknown,90,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:NRPCTests, SMBTransport, TCPTransport | imports:ConfigParser, Cryptodome.Cipher, binascii, configparser, impacket, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, socket | observability-score:55 | security-score:55",2fe5eed5581746b9
b9625354f17dc304a13335d3,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,test_samr,test-samr,python/tests/SMB_RPC/test_samr.py,.py,2911,"SAMRTests,SMBTransport,SMBTransport64,TCPTransport,TCPTransport64","ConfigParser,Cryptodome.Cipher,configparser,impacket,impacket.dcerpc.v5,impacket.dcerpc.v5.ndr,random,six,string,sys,unittest","ConfigParser,Cryptodome.Cipher,configparser,impacket,impacket.dcerpc.v5,impacket.dcerpc.v5.ndr,random,six,string,sys,unittest",python,unknown,90,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.","exports:SAMRTests, SMBTransport, SMBTransport64, TCPTransport, TCPTransport64 | imports:ConfigParser, Cryptodome.Cipher, configparser, impacket, impacket.dcerpc.v5, impacket.dcerpc.v5.ndr, random, six | observability-score:55 | security-score:55",c6ec2286f7dbff48
fd9d02dfd1c6ede878917cc9,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,test_rrp,test-rrp,python/tests/SMB_RPC/test_rrp.py,.py,790,"RRPTests,SMBTransport,SMBTransport64,TCPTransport","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,sys,unittest",python,unknown,90,35,site-specific-or-low-confidence,True,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.","exports:RRPTests, SMBTransport, SMBTransport64, TCPTransport | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, sys, unittest | observability-score:55 | security-score:55",8f875ab5e78b1dfe
57020429819edfcf0ec2215e,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_lsat,test-lsat,python/tests/SMB_RPC/test_lsat.py,.py,369,"LSATTests,SMBTransport,SMBTransport64","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.dtypes,sys,unittest",python,unknown,90,50,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:LSATTests, SMBTransport, SMBTransport64 | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.dtypes, sys, unittest | observability-score:55 | security-score:55",27e56dba2d2804ca
4393ce18392b9e2c48fff4bf,mbarbine__Scripts,observability,observability,observability-module,shipping,test_wkst,test-wkst,python/tests/SMB_RPC/test_wkst.py,.py,623,"SMBTransport,SMBTransport64,WKSTTests","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.ndr,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5,impacket.dcerpc.v5.ndr,sys,unittest",python,unknown,80,25,site-specific-or-low-confidence,True,none,none,none,"Observability component for shipping; review for shared tracing, logging, health, or telemetry helper.","exports:SMBTransport, SMBTransport64, WKSTTests | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5, impacket.dcerpc.v5.ndr, sys, unittest | observability-score:55",b7a6cb1527cb6e41
483d369589591108aae7ff88,mbarbine__Scripts,observability,"observability,automation",observability-module,observability,test_wmi,test-wmi,python/tests/SMB_RPC/test_wmi.py,.py,244,"TCPTransport,TCPTransport64,WMITests","ConfigParser,__future__,configparser,impacket.dcerpc.v5.dcom,impacket.dcerpc.v5.dcomrt,impacket.dcerpc.v5.dtypes,sys,unittest","ConfigParser,__future__,configparser,impacket.dcerpc.v5.dcom,impacket.dcerpc.v5.dcomrt,impacket.dcerpc.v5.dtypes,sys,unittest",python,unknown,90,50,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:TCPTransport, TCPTransport64, WMITests | imports:ConfigParser, __future__, configparser, impacket.dcerpc.v5.dcom, impacket.dcerpc.v5.dcomrt, impacket.dcerpc.v5.dtypes, sys, unittest | observability-score:55 | automation-score:45",9fbd3e68410acd21
0d3a6815832236f150148620,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_helper,test-helper,python/tests/dot11/test_helper.py,.py,57,TestHelpers,"impacket.helper,sys,unittest","impacket.helper,sys,unittest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:TestHelpers | imports:impacket.helper, sys, unittest | observability-score:55 | security-score:55",2143db75f3cefcf8
42ceff152a2902cdbd92021c,mbarbine__Scripts,observability,observability,observability-module,shipping,test_FrameManagementAssociationResponse,test-frame-management-association-response,python/tests/dot11/test_FrameManagementAssociationResponse.py,.py,165,TestDot11ManagementAssociationResponseFrames,"impacket.ImpactDecoder,impacket.dot11,six,sys,unittest","impacket.ImpactDecoder,impacket.dot11,six,sys,unittest",python,unknown,80,40,site-specific-or-low-confidence,True,none,none,none,"Observability component for shipping; review for shared tracing, logging, health, or telemetry helper.","exports:TestDot11ManagementAssociationResponseFrames | imports:impacket.ImpactDecoder, impacket.dot11, six, sys, unittest | observability-score:55",d3de58b6c456ff8a
b005737e69d6f277b7e9748c,mbarbine__Scripts,observability,observability,observability-module,shipping,test_FrameManagementReassociationResponse,test-frame-management-reassociation-response,python/tests/dot11/test_FrameManagementReassociationResponse.py,.py,165,TestDot11ManagementReassociationResponseFrames,"impacket.ImpactDecoder,impacket.dot11,six,sys,unittest","impacket.ImpactDecoder,impacket.dot11,six,sys,unittest",python,unknown,80,40,site-specific-or-low-confidence,True,none,none,none,"Observability component for shipping; review for shared tracing, logging, health, or telemetry helper.","exports:TestDot11ManagementReassociationResponseFrames | imports:impacket.ImpactDecoder, impacket.dot11, six, sys, unittest | observability-score:55",7962f66eceaf9dd5
72460a7fe663d365e909f0ed,mbarbine__Scripts,observability,"observability,security",observability-module,auth-and-keys,test_FrameManagementAuthentication,test-frame-management-authentication,python/tests/dot11/test_FrameManagementAuthentication.py,.py,153,TestDot11ManagementAuthenticationFrames,"impacket.ImpactDecoder,impacket.dot11,six,sys,unittest","impacket.ImpactDecoder,impacket.dot11,six,sys,unittest",python,unknown,90,55,catalog-only,False,none,none,none,"Observability component for auth-and-keys; review for shared tracing, logging, health, or telemetry helper.","exports:TestDot11ManagementAuthenticationFrames | imports:impacket.ImpactDecoder, impacket.dot11, six, sys, unittest | observability-score:55 | security-score:55",c2b8283408e62a9e
87fed979084fa201b8ca31b0,mbarbine__Scripts,observability,"observability,security",observability-module,observability,test_wps,test-wps,python/tests/dot11/test_wps.py,.py,56,TestTLVContainer,"array,impacket,sys,unittest","array,impacket,sys,unittest",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:TestTLVContainer | imports:array, impacket, sys, unittest | observability-score:55 | security-score:55",ed25baae992af7f5
f956336573ed05c2164346b2,mbarbine__Scripts,observability,"observability,security",observability-module,observability,wikitablescrape,wikitablescrape,python/wiki-table-scrape-master/wikitablescrape.py,.py,144,"clean_data,scrape,write_html_table_to_csv","bs4,csv,os,platform,requests","bs4,csv,os,platform,requests",python,unknown,90,55,catalog-only,True,none,none,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.","exports:clean_data, scrape, write_html_table_to_csv | imports:bs4, csv, os, platform, requests | observability-score:55 | security-score:55",98d07200ff458fa0
3c7ce964eb48c81f4fec471f,mbarbine__Scripts,observability,"observability,automation",observability-module,observability,declarativeAgent,declarative-agent,o365/o365-Scripts/Office 365 for IT Pros/appPackage/declarativeAgent.json,.json,41,,,,unknown,unknown,75,55,catalog-only,True,none,secondary,none,"Observability component for observability; review for shared tracing, logging, health, or telemetry helper.",observability-score:55 | automation-score:50,98a68fabe4911a66
